userid,country,iso2,iso3,city,state
6140,United Kingdom,UK,GBR,,
6141,United Kingdom,UK,GBR,,
6142,South Africa,ZA,ZAF,,
6143,United States of America,US,USA,Seattle,
6144,United Kingdom,UK,GBR,Walsall,Walsall
3881,No Location,,,,Nan
6145,No Location,,,,Nan
651,Japan,JP,JPN,Usa,York
6081,United States of America,US,USA,Houston,
6146,United States of America,US,USA,Washington,Washington
678,India,IN,IND,Bāli,Bali
6147,United States of America,US,USA,Houston,
6148,Morocco,MA,MAR,Boston,
6149,United States of America,NY,NYC,,
6150,United States of America,US,USA,Las Vegas,Vegas
6151,United States of America,US,USA,Usa,Ohio
4826,United Kingdom,UK,GBR,Mansfield,
6152,United States of America,US,USA,,Vermont
6153,United States of America,US,USA,Usa,Virginia
6154,No Location,,,,Nan
6155,Tunisia,TN,TUN,Knoxville,
6156,Canada,CA,CAN,Cambridge,
6157,United Kingdom,UK,GBR,Margate,
972,United Kingdom,UK,GBR,London,
6158,Canada,CA,CAN,Hollywood,
6159,No Location,,,,Nan
2517,Canada,CA,CAN,Lafayette,
6160,United Kingdom,UK,GBR,Of,
6161,Colombia,CO,COL,Superior,
6162,United States of America,US,USA,Usa,Florida
6163,Iran,IR,IRN,Tehran,
6164,United States of America,US,USA,Usa,California
6165,No Location,,,,Nan
6166,Japan,JP,JPN,Usa,
3087,Ireland,IE,IRL,,
6167,United States of America,US,USA,Grenada,
2266,No Location,,,,Nan
5850,No Location,,,,Nan
4989,Andorra,AD,AND,,
6168,No Location,,,,Nan
6169,Cuba,CU,CUB,Australia,
6170,No Location,,,,Nan
6171,No Location,,,,Nan
6172,Canada,CA,CAN,Claremont,
6173,No Location,,,,Nan
6174,United States of America,US,USA,Los Angeles,Angeles
6175,No Location,,,,Nan
6176,Andorra,AD,AND,Bath,
6177,United States of America,US,USA,Atlanta,
6178,No Location,,,,Nan
6179,Germany,DE,DEU,Hamburg,Hamburg
1769,No Location,,,,Nan
6180,United States of America,US,USA,York,York
6181,United States of America,US,USA,York,York
2425,No Location,,,,Nan
6182,Colombia,CO,COL,Une,
6183,Papua New Guinea,PG,PNG,,Gulf
6184,Italy,IT,ITA,,
5472,United States of America,US,USA,Usa,Michigan
6185,United States of America,US,USA,Reno,
6186,No Location,,,,Nan
6187,No Location,,,,Nan
6188,Germany,DE,DEU,Mainz,
6189,Nigeria,NG,NGA,Lagos,Lagos
6190,United States of America,US,USA,Danbury,
6191,United States of America,US,USA,Usa,Minnesota
6192,Canada,CA,CAN,Windsor,
6193,United States of America,US,USA,Usa,Tennessee
6194,No Location,,,,Nan
5220,No Location,,,,Nan
6195,United States of America,NY,NYC,,
6196,No Location,,,,Nan
6197,No Location,,,,Nan
6198,United States of America,US,USA,Usa,Florida
6199,Italy,IT,ITA,Arezzo,
6200,No Location,,,,Nan
6201,Morocco,MA,MAR,Waltham,
6202,United States of America,US,USA,Fort Hood,
6203,Canada,CA,CAN,Toronto,
6204,No Location,,,,Nan
5684,Japan,JP,JPN,Usa,York
6205,Tanzania,TZ,TZA,,Coast
6206,United States of America,US,USA,Greece,
6207,No Location,,,,Nan
6208,United States of America,US,USA,,Ohio
6008,Canada,CA,CAN,,Nova Scotia
6209,United States of America,US,USA,Marion,Illinois
6210,No Location,,,,Nan
6211,No Location,,,,Nan
6212,Tonga,TO,TON,Panda,
1598,No Location,,,,Nan
6213,No Location,,,,Nan
6214,Uganda,UG,UGA,,
6215,No Location,,,,Nan
5684,Japan,JP,JPN,Usa,York
6216,No Location,,,,Nan
6217,United States of America,NY,NYC,Brooklyn,
2447,Austria,AT,AUT,,
6218,France,FR,FRA,,
6219,United Kingdom,UK,GBR,,
6220,No Location,,,,Nan
6221,India,IN,IND,,
6222,United Kingdom,UK,GBR,London,
6223,No Location,,,,Nan
6224,United States of America,US,USA,Usa,Florida
6225,Macau,MO,MAC,,
6226,New Caledonia,NC,NCL,Fayetteville,
6227,United States of America,US,USA,Ann Arbor,
6228,United States of America,NY,NYC,Brooklyn,
6229,No Location,,,,Nan
6230,United Kingdom,UK,GBR,Horsham,
5684,Japan,JP,JPN,Usa,York
6231,United Kingdom,UK,GBR,,
6232,United States of America,US,USA,Hollywood,
6233,United States of America,US,USA,College,
2460,United Kingdom,UK,GBR,,
6234,No Location,,,,Nan
6137,No Location,,,,Nan
6105,No Location,,,,Nan
6235,No Location,,,,Nan
6236,Netherlands,NL,NLD,Amsterdam,Tel Aviv
6237,Malaysia,MY,MYS,,
2567,Germany,DE,DEU,Berlin,Berlin
6163,Iran,IR,IRN,Tehran,
6238,United States of America,US,USA,Usa,California
6239,United States of America,US,USA,Homestead,
6240,No Location,,,,Nan
6241,Spain,ES,ESP,Málaga,
6242,No Location,,,,Nan
6243,Seychelles,SC,SYC,,
6244,Laos,LA,LAO,Orléans,
1844,India,IN,IND,,
6245,United Kingdom,UK,GBR,Liverpool,Liverpool
6246,No Location,,,,Nan
6247,Canada,CA,CAN,Montréal,
6248,Morocco,MA,MAR,Taunton,
6249,United States of America,US,USA,,Ohio
6250,United States of America,US,USA,Washington,Washington
6251,United States of America,US,USA,Usa,Pennsylvania
6252,Tonga,TO,TON,,
6253,United States of America,US,USA,,Oklahoma
6254,United States of America,NY,NYC,,
3342,Tunisia,TN,TUN,Knoxville,
5583,Nigeria,NG,NGA,,
4845,United Kingdom,UK,GBR,,
6255,United Kingdom,UK,GBR,Glasgow,
5055,Canada,CA,CAN,Beverly,
6256,No Location,,,,Nan
6257,United States of America,US,USA,Portland,Portland
6258,United States of America,US,USA,Nederland,
6259,United States of America,US,USA,,Wisconsin
6260,United States of America,US,USA,,Michigan
6261,United Kingdom,UK,GBR,,
6262,United Kingdom,UK,GBR,Winchester,
6263,United Kingdom,UK,GBR,Boston,
6264,Azerbaijan,AZ,AZE,Scottsdale,
6265,United Kingdom,UK,GBR,,
6266,Guatemala,GT,GTM,,Guatemala
6267,Canada,CA,CAN,Moorpark,
6268,No Location,,,,Nan
6269,United Kingdom,UK,GBR,London,
6270,Ghana,GH,GHA,Wa,
6271,Germany,DE,DEU,Bottrop,
6272,United States of America,US,USA,,Iowa
6273,Mali,ML,MLI,San,
4880,United Kingdom,UK,GBR,,
6274,United States of America,US,USA,Dover,
6275,No Location,,,,Nan
6276,United States of America,US,USA,Usa,Washington
6277,Sudan,SD,SDN,,
6278,No Location,,,,Nan
6279,Japan,JP,JPN,Usa,
6280,No Location,,,,Nan
3087,Ireland,IE,IRL,,
1616,Canada,CA,CAN,Burlington,
6281,United States of America,US,USA,Seattle,
6282,United States of America,US,USA,Washington,Washington
891,Azerbaijan,AZ,AZE,Usa,
1961,United States of America,NY,NYC,,
6207,No Location,,,,Nan
6283,United Kingdom,UK,GBR,,North West
6284,No Location,,,,Nan
6285,No Location,,,,Nan
6286,No Location,,,,Nan
6287,United States of America,US,USA,Washington,Washington
4158,Ireland,IE,IRL,Dublin,Dublin
6288,United States of America,NY,NYC,,
6289,United Kingdom,UK,GBR,,Hertfordshire
6290,United States of America,NY,NYC,,
6291,Netherlands,NL,NLD,Hilversum,
6292,No Location,,,,Nan
698,United Kingdom,UK,GBR,London,
6293,No Location,,,,Nan
6294,Japan,JP,JPN,Usa,York
6295,Morocco,MA,MAR,Boston,
5835,No Location,,,,Nan
6296,No Location,,,,Nan
6297,United States of America,NY,NYC,Brooklyn,
6298,Sao Tome and Principe,ST,STP,Petersburg,
6299,United States of America,US,USA,Usa,New Jersey
6300,Ireland,IE,IRL,,
6301,No Location,,,,Nan
6302,United States of America,US,USA,Las Vegas,Vegas
6303,No Location,,,,Nan
6304,No Location,,,,Nan
829,Turkey,TR,TUR,Of,
6305,No Location,,,,Nan
6306,No Location,,,,Nan
6307,India,IN,IND,,
6308,No Location,,,,Nan
2193,United States of America,US,USA,Usa,Colorado
6309,Canada,CA,CAN,Vancouver,
6310,New Caledonia,NC,NCL,,
6311,Laos,LA,LAO,,
6312,Iraq,IQ,IRQ,,
6313,Nigeria,NG,NGA,Lagos,Lagos
6314,United States of America,US,USA,Charlotte,
6315,United States of America,US,USA,Shawnee,
6316,No Location,,,,Nan
6317,United States of America,US,USA,,Michigan
6318,United Kingdom,UK,GBR,,
6319,No Location,,,,Nan
6320,United Kingdom,UK,GBR,Leicester,Leicester
6321,United States of America,US,USA,Washington,Washington
6322,United Kingdom,UK,GBR,,Wiltshire
6323,Burkina Faso,BF,BFA,Pâ,
6324,Tonga,TO,TON,,
6325,United States of America,US,USA,Ontario,Ontario
6326,United Kingdom,UK,GBR,,North East
6327,No Location,,,,Nan
3253,Malaysia,MY,MYS,,
6328,France,FR,FRA,Mulhouse,
6329,United Kingdom,UK,GBR,Street,
6330,United States of America,US,USA,Los Angeles,Angeles
6331,United States of America,US,USA,Laredo,
6332,Taiwan,TW,TWN,Taipei,Taipei
6333,No Location,,,,Nan
6334,No Location,,,,Nan
6335,No Location,,,,Nan
6336,Turkey,TR,TUR,Of,
6337,No Location,,,,Nan
6338,United Kingdom,UK,GBR,Preston,
3744,United States of America,US,USA,Usa,Indiana
6339,Canada,CA,CAN,Sunset,
4356,Japan,JP,JPN,Usa,
6340,United Kingdom,UK,GBR,,
6341,No Location,,,,Nan
6342,No Location,,,,Nan
6343,India,IN,IND,Delhi,Delhi
6344,No Location,,,,Nan
6345,Canada,US,USA,Columbia,British Columbia
6346,Azerbaijan,AZ,AZE,Phoenix,
6347,No Location,,,,Nan
6348,United States of America,US,USA,Tampa,
6198,United States of America,US,USA,Usa,Florida
6152,United States of America,US,USA,,Vermont
3232,United States of America,NY,NYC,,
6349,United States of America,NY,NYC,,
6350,Gabon,GA,GAB,Atlanta,
6351,United States of America,US,USA,Los Angeles,Angeles
6352,Vatican City,VA,VAT,Arlington,
6353,Nigeria,NG,NGA,Lagos,Lagos
6081,United States of America,US,USA,Houston,
6354,Italy,IT,ITA,,
6355,Gabon,GA,GAB,Atlanta,
4094,United Kingdom,UK,GBR,London,
6356,United States of America,US,USA,Milwaukee,
6357,Canada,CA,CAN,Toronto,
6358,No Location,,,,Nan
2624,United Kingdom,UK,GBR,,Shropshire
6359,United States of America,US,USA,Dallas,
6360,United States of America,US,USA,Tampa,
6361,No Location,,,,Nan
6362,Spain,ES,ESP,Barcelona,
6363,United Kingdom,UK,GBR,London,
6364,No Location,,,,Nan
4451,India,IN,IND,,
156,No Location,,,,Nan
5408,No Location,,,,Nan
6365,Cuba,CU,CUB,Australia,
6366,No Location,,,,Nan
6367,United States of America,US,USA,Ontario,Ontario
6368,Nigeria,NG,NGA,Abuja,
6369,No Location,,,,Nan
6370,United States of America,US,USA,Bridgeport,
6371,United States of America,US,USA,Usa,Arkansas
6372,No Location,,,,Nan
6373,No Location,,,,Nan
6374,United States of America,US,USA,York,York
6375,No Location,,,,Nan
6376,No Location,,,,Nan
6309,Canada,CA,CAN,Vancouver,
6377,Turkey,TR,TUR,Of,
6378,India,IN,IND,,
6379,No Location,,,,Nan
6380,United Kingdom,UK,GBR,London,
6381,No Location,,,,Nan
6382,No Location,,,,Nan
6383,United States of America,US,USA,Columbia,British Columbia
6384,United States of America,US,USA,,Georgia
6385,No Location,,,,Nan
6386,No Location,,,,Nan
6278,No Location,,,,Nan
6387,United States of America,US,USA,Ontario,Ontario
6388,United Kingdom,UK,GBR,London,
6389,Gabon,GA,GAB,Atlanta,
281,Canada,CA,CAN,Calgary,
6390,Mongolia,MN,MNG,Minneapolis,
6391,United States of America,US,USA,Mount Pleasant,
804,United States of America,US,USA,Washington,Washington
6392,No Location,,,,Nan
6393,United States of America,NY,NYC,,
6394,Canada,CA,CAN,,
6395,United States of America,US,USA,Los Angeles,Angeles
6396,United States of America,US,USA,York,York
6397,Mongolia,MN,MNG,,
2658,United Kingdom,UK,GBR,London,
6398,United States of America,US,USA,Usa,California
6399,United States of America,US,USA,,Texas
5567,United States of America,US,USA,Usa,Florida
6400,Japan,JP,JPN,Usa,
6401,Ireland,IE,IRL,,
6402,United States of America,US,USA,White,
6403,United States of America,US,USA,Florida,Florida
6404,United Kingdom,UK,GBR,,
6405,United States of America,US,USA,York,York
6406,United Kingdom,UK,GBR,,
6407,United States of America,NY,NYC,York,York
1171,United States of America,US,USA,Usa,Rhode Island
2110,United States of America,NY,NYC,,
6408,United States of America,US,USA,Miami,
6409,United States of America,US,USA,Miami,Florida
6410,United States of America,US,USA,Ypsilanti,
6411,Ireland,IE,IRL,Dublin,Dublin
6412,United States of America,NY,NYC,George,
6413,United States of America,US,USA,Usa,California
6414,No Location,,,,Nan
6415,United States of America,US,USA,Los Angeles,Angeles
6416,No Location,,,,Nan
6417,United States of America,US,USA,York,York
6418,United Kingdom,UK,GBR,London,
6419,Pakistan,PK,PAK,Karachi,
6420,United States of America,NY,NYC,York,York
6421,United Kingdom,UK,GBR,,
6422,Canada,CA,CAN,,
6423,Canada,US,USA,Ontario,Ontario
6424,United States of America,US,USA,Hartland,Vermont
6425,No Location,,,,Nan
6426,United Kingdom,UK,GBR,,
6427,United States of America,US,USA,Florida,Florida
2407,Liberia,LR,LBR,Buchanan,
6428,United States of America,US,USA,Usa,Florida
6429,United States of America,US,USA,Washington,Washington
3199,United Kingdom,UK,GBR,Cambridge,
6430,No Location,,,,Nan
6431,No Location,,,,Nan
6432,United Kingdom,UK,GBR,London,Dublin
6433,United Kingdom,UK,GBR,,
6434,United Kingdom,UK,GBR,London,
6435,United States of America,US,USA,Las Vegas,Vegas
6436,United States of America,US,USA,Yorkshire,
435,No Location,,,,Nan
6171,No Location,,,,Nan
6437,United States of America,US,USA,Miami,
6438,Germany,DE,DEU,,
6439,United States of America,US,USA,Usa,Massachusetts
6440,Tanzania,TZ,TZA,,Coast
4725,United Kingdom,UK,GBR,,
6441,Tunisia,TN,TUN,Memphis,
6442,Canada,CA,CAN,Toronto,
6443,No Location,,,,Nan
6444,United States of America,US,USA,Dallas,
6445,No Location,,,,Nan
634,Germany,DE,DEU,Boston,
6446,United States of America,US,USA,,Mississippi
1844,India,IN,IND,,
6447,Macau,MO,MAC,Central,Central
6448,United Kingdom,UK,GBR,,
6449,No Location,,,,Nan
6450,Spain,ES,ESP,Murcia,Murcia
6451,United States of America,US,USA,York,York
6452,Turkey,TR,TUR,Of,
6453,No Location,,,,Nan
6454,No Location,,,,Nan
6455,United States of America,US,USA,York,York
2765,No Location,,,,Nan
6456,United States of America,US,USA,Usa,Massachusetts
6457,United Kingdom,UK,GBR,Sydney,New South Wales
6458,United States of America,US,USA,Chicago,
5471,No Location,,,,Nan
6459,Burkina Faso,BF,BFA,Pâ,
6460,Latvia,LV,LVA,,
6461,United States of America,US,USA,Indiana,Indiana
6462,No Location,,,,Nan
6463,United States of America,US,USA,Washington,Washington
6464,United States of America,US,USA,Usa,Arizona
6465,United States of America,US,USA,Usa,Ohio
2347,United States of America,US,USA,Fort Myers,
6466,Austria,AT,AUT,,
6467,Nigeria,NG,NGA,Jos,
6468,Tunisia,TN,TUN,Memphis,
6469,United States of America,NY,NYC,York,York
3232,United States of America,NY,NYC,,
6470,France,FR,FRA,,Atlantique
6471,No Location,,,,Nan
6472,United States of America,US,USA,York,York
3544,United States of America,DC,USA,,
972,United Kingdom,UK,GBR,London,
6473,United Kingdom,UK,GBR,London,
6474,Indonesia,ID,IDN,Metro,
6475,No Location,,,,Nan
6476,United States of America,US,USA,Cleveland,
6477,United States of America,US,USA,York,York
6478,Canada,CA,CAN,San,
6479,No Location,,,,Nan
6480,United Kingdom,UK,GBR,London,
6060,No Location,,,,Nan
6481,Canada,CA,CAN,San,
6356,United States of America,US,USA,Milwaukee,
6482,United States of America,US,USA,Chicago,
6483,United States of America,NY,NYC,,
6484,No Location,,,,Nan
6485,United Kingdom,UK,GBR,,
2069,Cuba,CU,CUB,Australia,
6486,United States of America,US,USA,Houston,Texas
6487,No Location,,,,Nan
6488,Canada,CA,CAN,Ottawa,
6489,Laos,LA,LAO,Orléans,
6490,United States of America,NY,NYC,Albany,
6491,No Location,,,,Nan
6492,United States of America,US,USA,Los Angeles,Angeles
1451,United States of America,NY,NYC,,
6493,Montenegro,ME,MNE,Paris,
6494,Japan,JP,JPN,Usa,
6495,Canada,CA,CAN,Santa,
6496,China,HK,HKG,Hong Kong,
6497,No Location,,,,Nan
1302,No Location,,,,Nan
6498,No Location,,,,Nan
6499,No Location,,,,Nan
6500,United States of America,US,USA,Usa,Virginia
6501,Turkey,TR,TUR,Of,
5684,Japan,JP,JPN,Usa,York
18,Canada,CA,CAN,Victoria,Victoria
6376,No Location,,,,Nan
6502,United Kingdom,UK,GBR,,
6503,United Kingdom,UK,GBR,Surrey,Surrey
6504,United States of America,US,USA,Tampa,
6505,United States of America,US,USA,Metro,Kansas
6506,No Location,,,,Nan
6507,Burkina Faso,BF,BFA,Pâ,
6508,No Location,,,,Nan
6509,No Location,,,,Nan
6510,United States of America,US,USA,Maplewood,
6511,Canada,CA,CAN,Sacramento,
6512,United Kingdom,UK,GBR,,Hampshire
6513,Canada,CA,CAN,,
3163,India,IN,IND,Hyderābād,
6514,No Location,,,,Nan
6515,No Location,,,,Nan
6516,No Location,,,,Nan
6517,Netherlands,NL,NLD,Haarlem,
6428,United States of America,US,USA,Usa,Florida
6518,United States of America,NY,NYC,,
787,Canada,CA,CAN,Montréal,
6519,United States of America,US,USA,Washington,Washington
6520,United States of America,US,USA,Houston,Texas
6521,Mongolia,MN,MNG,Minneapolis,
6522,Turkey,TR,TUR,Of,
6523,No Location,,,,Nan
6524,No Location,,,,Nan
6525,United States of America,US,USA,Miami,
6526,Equatorial Guinea,GQ,GNQ,Palé,
6527,No Location,,,,Nan
6528,No Location,,,,Nan
5581,No Location,,,,Nan
6529,No Location,,,,Nan
6530,Canada,CA,CAN,,
6531,Colombia,CO,COL,Grand Junction,
6532,New Caledonia,NC,NCL,Bern,Bern
6533,United Kingdom,UK,GBR,Cambridge,
6534,Ghana,GH,GHA,,Northern
6535,Burkina Faso,BF,BFA,Pâ,
6536,Australia,AU,AUS,Adelaide,South Australia
3163,India,IN,IND,Hyderābād,
6537,United Kingdom,UK,GBR,,
6538,Kenya,KE,KEN,Eldoret,
6539,Germany,DE,DEU,Marburg,
6540,No Location,,,,Nan
725,Azerbaijan,AZ,AZE,Phoenix,
6541,No Location,,,,Nan
6542,No Location,,,,Nan
6543,Burkina Faso,BF,BFA,Pâ,
6208,United States of America,US,USA,,Ohio
6544,United States of America,US,USA,,Texas
6545,No Location,,,,Nan
6546,United States of America,US,USA,Usa,Tennessee
6547,No Location,,,,Nan
6548,United Kingdom,UK,GBR,,
6549,United States of America,NY,NYC,,
5729,No Location,,,,Nan
6550,Canada,CA,CAN,,Nova Scotia
6551,Vatican City,VA,VAT,McLean,
6552,Somalia,SO,SOM,Hargeysa,
6245,United Kingdom,UK,GBR,Liverpool,Liverpool
6553,United Kingdom,UK,GBR,Essex,Essex
1789,United States of America,US,USA,Usa,Massachusetts
6554,No Location,,,,Nan
6555,Japan,JP,JPN,Usa,
6556,United States of America,US,USA,Ontario,Ontario
6557,No Location,,,,Nan
3163,India,IN,IND,Hyderābād,
6558,United States of America,US,USA,Garland,
5850,No Location,,,,Nan
6559,No Location,,,,Nan
6560,No Location,,,,Nan
6561,Spain,ES,ESP,Barcelona,
6562,Canada,CA,CAN,Burbank,
6563,No Location,,,,Nan
6564,United States of America,US,USA,,Michigan
6565,No Location,,,,Nan
6566,No Location,,,,Nan
6567,India,IN,IND,,
6568,Turkey,TR,TUR,Of,
6569,United States of America,US,USA,Sarasota,
6570,No Location,,,,Nan
6571,Cuba,CU,CUB,Australia,
6572,Germany,DE,DEU,Hamburg,Hamburg
6573,No Location,,,,Nan
6040,United States of America,US,USA,Los Angeles,Angeles
6574,No Location,,,,Nan
6575,Saudi Arabia,SA,SAU,Jeddah,
6576,United States of America,US,USA,Los Angeles,Angeles
6577,United States of America,US,USA,Los Angeles,Angeles
4533,United States of America,US,USA,California,California
6578,United States of America,US,USA,Columbia,British Columbia
6579,Burkina Faso,BF,BFA,Pâ,
6442,Canada,CA,CAN,Toronto,
6580,United States of America,NY,NYC,York,York
6581,United States of America,US,USA,California,California
6582,Germany,DE,DEU,Berlin,Berlin
6583,Canada,CA,CAN,Riverside,
6584,United States of America,US,USA,Usa,New Jersey
613,Switzerland,CH,CHE,Zürich,
6585,United Kingdom,UK,GBR,Greenock,
6586,Germany,DE,DEU,Hamburg,Hamburg
1653,Mali,ML,MLI,San,
6587,United States of America,US,USA,Los Angeles,Angeles
6588,No Location,,,,Nan
6589,No Location,,,,Nan
6590,United Kingdom,UK,GBR,,
6591,No Location,,,,Nan
6592,Moldova,MD,MDA,Bethesda,
6079,No Location,,,,Nan
6593,No Location,,,,Nan
6594,Cameroon,CM,CMR,Maga,
6595,United States of America,US,USA,Miami,
6596,Nigeria,NG,NGA,Lagos,Lagos
6597,United States of America,US,USA,Los Angeles,Angeles
6598,No Location,,,,Nan
989,Canada,CA,CAN,Kitchener,
6599,India,IN,IND,,
6600,United Kingdom,UK,GBR,,
6601,United Kingdom,UK,GBR,,
6602,No Location,,,,Nan
6603,United States of America,NY,NYC,,
